Timestamp,Channel 2,Channel 4
61563.45998,-0.346798964,-2.91770928
61563.46471,-1.289498261,-3.26781085
61563.46473,-2.14782908,-3.316479981
61563.47099,-2.856467059,-3.061165708
61563.47103,-3.360133815,-2.524510362
61563.47858,-3.617907967,-1.75261759
61563.47861,-3.606546727,-0.811468052
61563.48863,-3.322549543,0.218255017
61563.48867,-2.782784342,1.247545275
61563.49156,-2.023601212,2.186177343
61563.49159,-1.098470305,2.949994642
61563.50045,-0.074292042,3.467819629
61563.503,0.973369939,3.687446422
61563.51228,1.965797044,3.580238005
61563.51231,2.826966975,3.143949182
61563.52151,3.489316155,2.403525461
61563.52154,3.898979542,1.409777999
61563.5234,4.020104487,0.235994778
61563.52553,3.837896624,-1.027293316
61563.5292,3.360143966,-2.279027812
61563.53977,2.617074451,-3.415335114
61563.5398,1.659524354,-4.337665299
61563.54476,0.555521352,-4.960741083
61563.54478,-0.61449281,-5.219700938
61563.55225,-1.76346839,-5.07586706
61563.55599,-2.804166857,-4.520659677
61563.56347,-3.655723184,-3.577308357
61563.5635,-4.249860942,-2.300169592
61563.56978,-4.536286046,-0.771636893
61563.5698,-4.48683706,0.903188124
61563.57933,-4.09805484,2.603721064
61563.58801,-3.391946159,4.202521388
61563.58804,-2.41484718,5.574706328
61563.58804,-1.23443362,6.607462562
61563.59102,0.064935134,7.208940851
61563.59105,1.3882214,7.31584697
61563.59851,2.636639429,6.899122912
61563.60218,3.715007467,5.967240732
61563.61234,4.538976556,4.566798832
61563.61236,5.041589169,2.780305174
61563.61488,5.178660053,0.721239719
61563.61492,4.932550124,-1.473306154
61563.62415,4.314016609,-3.651927904
61563.62882,3.361961288,-5.659503317
61563.62885,2.141053674,-7.348334299
61563.63798,0.737365896,-8.589027558
61563.64227,-0.747690879,-9.280309253
61563.64229,-2.204704388,-9.35703116
61563.6628,-3.524344343,-8.795744552
61563.66283,-4.60559422,-7.617385077
61563.66493,-5.363511871,-5.88681554
61563.66496,-5.735922237,-3.709199411
61563.66677,-5.688514369,-1.223409381
61563.6742,-5.217925549,1.407104539
61563.67919,-4.352539909,4.005370669
61563.68674,-3.150897364,6.393108716
61563.68937,-1.697788487,8.403238512
61563.69191,-0.09828878,9.891789299
61563.69678,1.529852091,10.74834626
61563.69917,3.064916802,10.90426633
61563.70177,4.390378882,10.33804798
61563.70421,5.403822482,9.077438614
61563.71348,6.024937632,7.198094733
61563.7135,6.201963072,4.81885679
61563.71865,5.91605603,2.09394499
61563.71868,5.183217972,-0.797393715
61563.7243,4.053586594,-3.663070378
61563.72733,2.608103852,-6.311317568
61563.73175,0.952772403,-8.56390396
61563.7342,-0.789097119,-10.26846468
61563.74394,-2.486083314,-11.30907225
61563.74398,-4.008609587,-11.61429679
61563.74542,-5.238901742,-11.16218275
61563.74798,-6.080178631,-9.981789489
61563.75176,-6.464353906,-8.15118897
61563.7599,-6.357631082,-5.792066865
61563.75993,-5.763528123,-3.061315736
61563.76228,-4.723060576,-0.140222077
61563.76232,-3.312029249,2.777982073
61563.78417,-1.635583075,5.501320109
61563.78988,0.179557498,7.852093938
61563.7899,1.994643539,9.678818681
61563.79197,3.669488414,10.8662441
61563.79418,5.073296332,11.34278221
61563.79925,6.094889563,11.08485238
61563.80173,6.651531495,10.11787989
61563.80444,6.695642395,8.513924789
61563.80747,6.218860865,6.38615661
61563.8075,5.253104889,3.880610078
61563.80914,3.86851692,1.16584154
61563.81543,2.168419651,-1.578757723
61563.8223,0.281644106,-4.175155498
61563.82236,-1.647199271,-6.458526293
61563.83749,-3.468769462,-8.287942681
61563.83752,-5.040516464,-9.555201136
61563.84142,-6.23778385,-10.19122205
61563.84144,-6.96362545,-10.16964864
61563.84144,-7.15656256,-9.507475998
61563.84416,-6.795662698,-8.262754033
61563.8769,-5.902525131,-6.529610731
61563.8795,-4.539996456,-4.431020699
61563.88191,-2.807692708,-2.109886062
61563.88432,-0.834653006,0.280906567
61563.89546,1.230325929,2.588743399
61563.89792,3.229942618,4.671151679
61563.90057,5.010373116,6.404631173
61563.90291,6.433064878,7.691900327
61563.90796,7.385435376,8.467141676
61563.91059,7.789649896,8.698986899
61563.91391,7.608798033,8.391148193
61563.91394,6.849986228,7.580766542
61563.91589,5.564098825,6.334697541
61563.91795,3.842234407,4.744081566
61563.92046,1.809078054,2.917639821
61563.92354,-0.386295942,0.974196232
61563.92356,-2.581500313,-0.965054292
61563.92595,-4.612956118,-2.784027051
61563.92597,-6.328145583,-4.378523254
61563.93557,-7.597072796,-5.661921588
61563.93792,-8.322068539,-6.56950268
61563.94499,-8.445200794,-7.061230318
61563.945,-7.952733245,-7.122922728
61563.94691,-6.87629661,-6.765851512
61563.95104,-5.290684765,-6.0248983
61563.95106,-3.308440699,-4.955474693
61563.96161,-1.071637324,-3.629466368
61563.96164,1.258533139,-2.130495832
61563.96375,3.513585321,-0.548810574
61563.96378,5.530103095,1.023903776
61563.97047,7.161721418,2.499509266
61563.97892,8.289841849,3.797960439
61563.97894,8.832292785,4.851212592
61563.98474,8.749300419,5.606346568
61563.98476,8.046337787,6.027812448
61563.99351,6.773651711,6.098741361
61563.99543,5.022513696,5.821317088
61563.99911,2.918482421,5.216235925
61564.01018,0.612184649,4.321314259
61564.01022,-1.731698007,3.189328761
61564.01487,-3.946420135,1.885195116
61564.01491,-5.87525709,0.482608693
61564.01669,-7.382796589,-0.939714366
61564.02351,-8.364614039,-2.302043938
61564.02991,-8.75463204,-3.527727295
61564.02996,-8.529639098,-4.547192313
61564.03996,-7.710654943,-5.30168358
61564.03998,-6.361063915,-5.746550964
61564.04678,-4.581676326,-5.853915408
61564.05425,-2.503102881,-5.614550315
61564.05675,-0.276022477,-5.038840563
61564.05911,1.939925172,-4.156715722
61564.06163,3.987794628,-3.016499488
61564.06478,5.724676079,-1.682672559
61564.06846,7.0318916,-0.232608778
61564.07852,7.823306642,1.247589004
61564.07856,8.051163154,2.667960724
61564.08364,7.709029862,3.940015368
61564.08367,6.831683115,4.982208776
61564.08593,5.491961678,5.725236437
61564.0931,3.794863715,6.116791501
61564.09604,1.869356994,6.125448634
61564.09606,-0.141461011,5.74336997
61564.10347,-2.091100069,4.987589765
61564.10978,-3.840499542,3.899717159
61564.10981,-5.268127513,2.543996938
61564.11935,-6.278612075,1.003780166
61564.12353,-6.809279786,-0.623427918
61564.12359,-6.834141921,-2.232064875
61564.13363,-6.36506794,-3.715378576
61564.13366,-5.450101935,-4.972616734
61564.13601,-4.16909513,-5.91604518
61564.13604,-2.627029191,-6.477291413
61564.15055,-0.945575613,-6.612536945
61564.15357,0.746436749,-6.306146089
61564.1536,2.322900475,-5.572416922
61564.15891,3.669893875,-4.455266242
61564.15894,4.694013716,-3.025805974
61564.16474,5.328957836,-1.377923098
61564.17108,5.539884441,0.377872939
61564.1711,5.325254941,2.121934085
61564.17741,4.716067734,3.7337763
61564.17746,3.772595212,5.100612645
61564.17915,2.578929463,6.12549553
61564.18797,1.235808443,6.734460308
61564.195,-0.147678998,6.882122922
61564.19503,-1.462833546,6.555288233
61564.20501,-2.609833138,5.774266147
61564.20504,-3.50530328,4.591759531
61564.2078,-4.08839122,3.089368825
61564.20783,-4.324896128,1.371939272
61564.21797,-4.209171904,-0.439856253
61564.22542,-3.763703716,-2.218166244
61564.22544,-3.036448455,-3.837207992
61564.22858,-2.096207638,-5.182426782
61564.22861,-1.026454475,-6.158879255
61564.23545,0.081847141,-6.698205737
61564.24895,1.137824101,-6.763658541
61564.24898,2.058049401,-6.352797851
61564.25118,2.773077553,-5.4976428
61564.25121,3.232647115,-4.262259077
61564.25306,3.409158851,-2.737960749
61564.26439,3.299189267,-1.036487308
61564.27032,2.922967326,0.718327185
61564.27038,2.321912689,2.399760007
61564.27039,1.554492572,3.887581038
61564.273,0.690788251,5.076897209
61564.28048,-0.193739454,5.885790933
61564.28781,-1.024741249,6.261178257
